Sample ID;Group;Vaccine Description;RhCMV Status;vaccine route of inoculation;protectionStatus;AnimalID;Time_Point;Sex;Age;Study Event;PAXgene Sample Collection Date
G014_O06_ABL2_A2_32119_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D0;male;;baseline;
G050_O06_ABL2_A2_32119_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D3;male;;D3 of prime;
G086_O06_ABL2_A2_32119_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D7;male;;D7 of prime;
G122_O06_ABL2_A2_32119_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D98;male;;D0 of boost;2017-09-06
G158_O06_ABL2_A2_32119_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D101;male;;D3 of boost;
G194_O06_ABL2_A2_32119_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;D105;male;;D7 of boost;
G372_O06_ABL2_A2_32119_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32119;PreChal (D462);male;;PreChallenge;
G015_O06_ABL2_A2_32509_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D0;male;;baseline;
G051_O06_ABL2_A2_32509_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D3;male;;D3 of prime;
G087_O06_ABL2_A2_32509_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D7;male;;D7 of prime;
G123_O06_ABL2_A2_32509_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D98;male;;D0 of boost;2017-09-06
G159_O06_ABL2_A2_32509_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D101;male;;D3 of boost;
G195_O06_ABL2_A2_32509_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;D105;male;;D7 of boost;
G373_O06_ABL2_A2_32509_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;32509;PreChal (D462);male;;PreChallenge;
G021_O06_ABL2_A2_33543_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D0;male;;baseline;
G057_O06_ABL2_A2_33543_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D3;male;;D3 of prime;
G093_O06_ABL2_A2_33543_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D7;male;;D7 of prime;
G129_O06_ABL2_A2_33543_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D98;male;;D0 of boost;2017-09-06
G165_O06_ABL2_A2_33543_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D101;male;;D3 of boost;
G201_O06_ABL2_A2_33543_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;D105;male;;D7 of boost;
G379_O06_ABL2_A2_33543_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33543;PreChal (D462);male;;PreChallenge;
G016_O06_ABL2_A2_33864_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D0;male;;baseline;
G052_O06_ABL2_A2_33864_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D3;male;;D3 of prime;
G088_O06_ABL2_A2_33864_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D7;male;;D7 of prime;
G124_O06_ABL2_A2_33864_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D98;male;;D0 of boost;2017-09-06
G160_O06_ABL2_A2_33864_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D101;male;;D3 of boost;
G196_O06_ABL2_A2_33864_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;D105;male;;D7 of boost;
G374_O06_ABL2_A2_33864_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;33864;PreChal (D462);male;;PreChallenge;
G017_O06_ABL2_A2_35820_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D0;male;;baseline;
G053_O06_ABL2_A2_35820_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D3;male;;D3 of prime;
G089_O06_ABL2_A2_35820_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D7;male;;D7 of prime;
G125_O06_ABL2_A2_35820_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D98;male;;D0 of boost;2017-09-06
G161_O06_ABL2_A2_35820_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D101;male;;D3 of boost;
G197_O06_ABL2_A2_35820_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;D105;male;;D7 of boost;
G375_O06_ABL2_A2_35820_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35820;PreChal (D462);male;;PreChallenge;
G018_O06_ABL2_A2_35827_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D0;male;;baseline;
G054_O06_ABL2_A2_35827_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D3;male;;D3 of prime;
G090_O06_ABL2_A2_35827_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D7;male;;D7 of prime;
G126_O06_ABL2_A2_35827_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D98;male;;D0 of boost;2017-09-06
G162_O06_ABL2_A2_35827_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D101;male;;D3 of boost;
G198_O06_ABL2_A2_35827_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;D105;male;;D7 of boost;
G376_O06_ABL2_A2_35827_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35827;PreChal (D462);male;;PreChallenge;
G019_O06_ABL2_A2_35883_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D0;male;;baseline;
G055_O06_ABL2_A2_35883_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D3;male;;D3 of prime;
G091_O06_ABL2_A2_35883_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D7;male;;D7 of prime;
G127_O06_ABL2_A2_35883_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D98;male;;D0 of boost;2017-09-06
G163_O06_ABL2_A2_35883_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D101;male;;D3 of boost;
G199_O06_ABL2_A2_35883_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;D105;male;;D7 of boost;
G377_O06_ABL2_A2_35883_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35883;PreChal (D462);male;;PreChallenge;
G020_O06_ABL2_A2_35884_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D0;male;;baseline;
G056_O06_ABL2_A2_35884_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D3;male;;D3 of prime;
G092_O06_ABL2_A2_35884_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D7;male;;D7 of prime;
G128_O06_ABL2_A2_35884_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D98;male;;D0 of boost;2017-09-06
G164_O06_ABL2_A2_35884_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D101;male;;D3 of boost;
G200_O06_ABL2_A2_35884_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;D105;male;;D7 of boost;
G378_O06_ABL2_A2_35884_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35884;PreChal (D462);male;;PreChallenge;
G022_O06_ABL2_A2_35911_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D0;male;;baseline;
G058_O06_ABL2_A2_35911_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D3;male;;D3 of prime;
G094_O06_ABL2_A2_35911_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D7;male;;D7 of prime;
G130_O06_ABL2_A2_35911_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D98;male;;D0 of boost;2017-09-06
G166_O06_ABL2_A2_35911_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D101;male;;D3 of boost;
G202_O06_ABL2_A2_35911_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;D105;male;;D7 of boost;
G380_O06_ABL2_A2_35911_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;Prot;35911;PreChal (D462);male;;PreChallenge;
G023_O06_ABL2_A2_35912_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D0;male;;baseline;
G059_O06_ABL2_A2_35912_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D3;male;;D3 of prime;
G095_O06_ABL2_A2_35912_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D7;male;;D7 of prime;
G131_O06_ABL2_A2_35912_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D98;male;;D0 of boost;2017-09-06
G167_O06_ABL2_A2_35912_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D101;male;;D3 of boost;
G203_O06_ABL2_A2_35912_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;D105;male;;D7 of boost;
G381_O06_ABL2_A2_35912_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35912;PreChal (D462);male;;PreChallenge;
G024_O06_ABL2_A2_35915_D0;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D0;male;;baseline;
G060_O06_ABL2_A2_35915_D3;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D3;male;;D3 of prime;
G096_O06_ABL2_A2_35915_D7;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D7;male;;D7 of prime;
G132_O06_ABL2_A2_35915_D98;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D98;male;;D0 of boost;2017-09-06
G168_O06_ABL2_A2_35915_D101;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D101;male;;D3 of boost;
G204_O06_ABL2_A2_35915_D105;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;D105;male;;D7 of boost;
G382_O06_ABL2_A2_35915_D462;ABL2_A2;RhCMV 68-1 miR124 ?Rh107-pol hyb/?pp71-gag/nef hyb;RhCMVpos;SubQ;NonProt;35915;PreChal (D462);male;;PreChallenge;
G025_O06_ABL2_A3_32689_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D0;male;;baseline;
G061_O06_ABL2_A3_32689_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D3;male;;D3 of prime;
G097_O06_ABL2_A3_32689_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D7;male;;D7 of prime;
G133_O06_ABL2_A3_32689_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D98;male;;D0 of boost;2017-09-07
G169_O06_ABL2_A3_32689_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D101;male;;D3 of boost;
G205_O06_ABL2_A3_32689_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;D105;male;;D7 of boost;
G383_O06_ABL2_A3_32689_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;32689;PreChal (D462);male;;PreChallenge;
G026_O06_ABL2_A3_32707_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D0;male;;baseline;
G062_O06_ABL2_A3_32707_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D3;male;;D3 of prime;
G098_O06_ABL2_A3_32707_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D7;male;;D7 of prime;
G134_O06_ABL2_A3_32707_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D98;male;;D0 of boost;2017-09-07
G170_O06_ABL2_A3_32707_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D101;male;;D3 of boost;
G206_O06_ABL2_A3_32707_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;D105;male;;D7 of boost;
G384_O06_ABL2_A3_32707_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;32707;PreChal (D462);male;;PreChallenge;
G027_O06_ABL2_A3_33700_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D0;male;;baseline;
G063_O06_ABL2_A3_33700_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D3;male;;D3 of prime;
G099_O06_ABL2_A3_33700_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D7;male;;D7 of prime;
G135_O06_ABL2_A3_33700_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D98;male;;D0 of boost;2017-09-07
G171_O06_ABL2_A3_33700_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D101;male;;D3 of boost;
G207_O06_ABL2_A3_33700_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;D105;male;;D7 of boost;
G385_O06_ABL2_A3_33700_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33700;PreChal (D462);male;;PreChallenge;
G028_O06_ABL2_A3_33877_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D0;male;;baseline;
G064_O06_ABL2_A3_33877_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D3;male;;D3 of prime;
G100_O06_ABL2_A3_33877_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D7;male;;D7 of prime;
G136_O06_ABL2_A3_33877_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D98;male;;D0 of boost;2017-09-07
G172_O06_ABL2_A3_33877_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D101;male;;D3 of boost;
G208_O06_ABL2_A3_33877_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;D105;male;;D7 of boost;
G386_O06_ABL2_A3_33877_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33877;PreChal (D462);male;;PreChallenge;
G029_O06_ABL2_A3_33878_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D0;male;;baseline;
G065_O06_ABL2_A3_33878_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D3;male;;D3 of prime;
G101_O06_ABL2_A3_33878_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D7;male;;D7 of prime;
G137_O06_ABL2_A3_33878_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D98;male;;D0 of boost;2017-09-07
G173_O06_ABL2_A3_33878_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D101;male;;D3 of boost;
G209_O06_ABL2_A3_33878_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;D105;male;;D7 of boost;
G387_O06_ABL2_A3_33878_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;33878;PreChal (D462);male;;PreChallenge;
G030_O06_ABL2_A3_35822_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D0;male;;baseline;
G066_O06_ABL2_A3_35822_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D3;male;;D3 of prime;
G102_O06_ABL2_A3_35822_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D7;male;;D7 of prime;
G138_O06_ABL2_A3_35822_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D98;male;;D0 of boost;2017-09-07
G174_O06_ABL2_A3_35822_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D101;male;;D3 of boost;
G210_O06_ABL2_A3_35822_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;D105;male;;D7 of boost;
G388_O06_ABL2_A3_35822_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35822;PreChal (D462);male;;PreChallenge;
G031_O06_ABL2_A3_35885_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D0;male;;baseline;
G067_O06_ABL2_A3_35885_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D3;male;;D3 of prime;
G103_O06_ABL2_A3_35885_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D7;male;;D7 of prime;
G139_O06_ABL2_A3_35885_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D98;male;;D0 of boost;2017-09-07
G175_O06_ABL2_A3_35885_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D101;male;;D3 of boost;
G211_O06_ABL2_A3_35885_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;D105;male;;D7 of boost;
G389_O06_ABL2_A3_35885_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;Prot;35885;PreChal (D462);male;;PreChallenge;
G032_O06_ABL2_A3_35886_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D0;male;;baseline;
G068_O06_ABL2_A3_35886_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D3;male;;D3 of prime;
G104_O06_ABL2_A3_35886_D7;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D7;male;;D7 of prime;
G140_O06_ABL2_A3_35886_D98;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D98;male;;D0 of boost;2017-09-07
G176_O06_ABL2_A3_35886_D101;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D101;male;;D3 of boost;
G212_O06_ABL2_A3_35886_D105;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;D105;male;;D7 of boost;
G390_O06_ABL2_A3_35886_D462;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35886;PreChal (D462);male;;PreChallenge;
G033_O06_ABL2_A3_35889_D0;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D0;male;;baseline;
G069_O06_ABL2_A3_35889_D3;ABL2_A3;RhCMV 68-1 miR124 ?Rh107-pol con/?pp71-gag/nef con;RhCMVpos;SubQ;NonProt;35889;D3;male;;D3 of prime;
